universal_label,nes_address,nes_size,snes_address,snes_size,gba_address,gba_size,category,description
Level_PipeMove,$0571,1,,0,,0,Level,"Level_PipeMove is set to various values that dictate how Player is moving within a pipe

The lower 2 bits form a direction as follows:
 00 - right
 01 - left
 10 - down
 11 - up

If bit 7 ($80) is NOT set, then we're just entering the pipe, and next 3 bits say what it will do:
000xx - Does nothing (not used, invalid)
001xx - Exits level (i.e. World Map pipe junctions)
010xx - Junction to appropriate ""Big Question Block"" bonus area (Level_JctCtl = 2)
011xx - Junction general (Level_JctCtl = 3)
100xx - Junction to generic exit area (Level_JctCtl = 4)
101xx - In-level transit (a la World 7 pipe mazes and other places; does not set Level_JctCtl)

If bit 7 IS set, we're moving through the pipe (either exiting out one end or in-transit)"
Level_CoinHeav,$0572,1,,0,,0,Level,"Enter coin heaven when set $80; Increments; at $D0, ""soft jump"" arrival; terminates at wrap to $00"
Player_MoveLR,$0573,1,,0,,0,Player,"0 - Not moving left/right, 1 - Moving left, 2 - Moving right (reversed from the pad input)"
Player_WalkAnimTicks,$0574,1,,0,,0,Player,Ticks between animation frames of walking; max value varies by Player's X velocity
Player_InWater,$0575,1,,0,,0,Flag,"Set for when in water (1 = Regular water specifically, other non-zero values indicate waterfall)"
Player_SwimCnt,$0576,1,,0,,0,Counter,Swim counter FIXME Describe better 0-3 (TOFIX)
Player_Kuribo,$0577,1,,0,,0,Flag,Set for Kuribo's Shoe active
Player_QueueSuit,$0578,1,,0,,0,Player,"Queues a suit change (values like Player_Suit, but add 1, EXCEPT: $0F = Statue enable, $40 = Splash, $80 = Kuribo's Shoe)"
Player_mGoomba,$0579,1,,0,,0,Flag,Player is caught by a micro Goomba (jump short)
Player_Statue,$057A,1,,0,,0,Counter,Player is in Tanooki Statue mode; counts down to zero
Player_RunFlag,$057B,1,,0,,0,Flag,"Set while Player is actually considered ""running"" (holding down B and at enough speed; doesn't persist)"
Player_Bounce,$057C,1,,0,,0,Sprites,Set to cause block bounce (upper 4 bits specifies what kind of block will be bounced)
Player_BounceDir,$057D,1,,0,,0,Player,"Direction of Player bounce -- 0 = Down, 1 = Up, 2 = Left, 3 = Right"
Player_BounceObj,$057E,1,,0,,0,Sprites,Set if it was a kicked shelled object that hit the bounce block (i.e. don't bounce the Player if the object is the one that hit) 
Counter_ByPlayerSpd,$057F,1,,0,,0,Counter,A counter which increments faster as the Player goes faster
Level_HAutoScroll,$0580,1,,0,,0,Flag,"When set to 1, ""auto horizontal scroll"" is active (this can be toggled mid-level)"
B10Coin_Count,$0581,1,,0,,0,Counter,"Decrements until -1, you continue to get a coin until it does so"
B10Coin_ID,$0582,1,,0,,0,Level,Forms a sort of unique ID so game knows if you've switched blocks
Player_OffScreen,$0583,1,,0,,0,Flag,Set when Player is completely off screen
FloatLevel_PlayerWaterStat,$0584,1,,0,,0,Player,"For levels that ""float"" and have a fixed set of water at the bottom
Bit 6: Set if Player is beneath bottom of water
Bit 7: Set if beneath top of water"
Player_LowClearance,$0585,1,,0,,0,Flag,"Set when Player is in a ""low clearance"" situation (big Mario in a single block high tunnel)"
PUp_StarManFlash,$0586,1,,0,,0,Flag,Set when a Starman is bouncing about so it cycles colors! (also used to get super suit if set in advance)
Map_Objects_Vis,$0587,15,,0,,0,Overworld,"Set for map objects as visible, clear if it's not"
Player_Behind_En,$0587,1,,0,,0,Flag,"Specifies whether the ""Behind the scenes"" effect is actually active
If the Player has stepped out from behind the background, it can be still active, but he won't get the effect of it!"
Player_Behind,$0588,1,,0,,0,Flag,"When non-zero, Player is ""behind the scenes"" (as by white block)"
Player_Slippery,$0589,1,,0,,0,Player,"0 = Ground is not slippery, 1 = Ground is a little slippery, 2 = Ground is REALLY slippery"
Player_SandSink,$058A,1,,0,,0,Flag,"Sinking in quicksand! (holds Y when quicksand hit in upper 4 bits, bit 0 sets '0' jumping, '1' sinking)"
Player_PartDetEn,$058B,1,,0,,0,Player,"""32 Pixel Partition Detection"" enabler
When set, if Player Y >= 160, Player detects bottom two rows of tiles implicitly
Used with Update_Request = UPDATERASTER_32PIXPART if there's a floor (i.e. NOT used in levels with fixed water; for that, see FloatLevel_PlayerWaterStat)"
Player_InPipe,$058C,1,,0,,0,Flag,Player is going through pipe
Player_MushFall,$058D,1,,0,,0,Flag,"Set to 0 when mushroom is to fall to the left, 1 to the right"
Player_SprOff,$058E,1,,0,,0,Player,"Player sprite offset (NOTE: Should be multiples of 4, otherwise bad unaligned stuff happens!)"
Object_SprRAM,$058F,8,,0,,0,Sprites,Sprite_RAM offset by object
Map_MarchInit,$0596,1,,0,,0,Overworld,Set when marching data has been initialized (done once per marching cycle on the map)
Map_InCanoe_Flag,$0597,0,,0,,0,Misc.,"Set when Player is in Canoe (modifies movement, allows movement in water, etc.)"
SpecialObj_Var2,$0597,8,,0,,0,Sprites,General purpose variable 2
World_8_Dark,$0598,1,,0,,0,Overworld,"Darkness on World 8 Map, level 2 -- counts 0-7 while setting up the effect"
World_Map_AnimF,$0599,1,,0,,0,Overworld,"World map animation frame (for bushes, etc.)"
World_Map_AnimT,$059A,1,,0,,0,Overworld,World map animation tick
,$059F,2,,0,,0,Empty,Unused.
SpecialObj_YVelFrac,$05A1,8,,0,,0,Sprites,Y velocity fractional accumulator
,$05A9,2,,0,,0,Empty,Unused.
SpecialObj_XVelFrac,$05AB,8,,0,,0,Sprites,X velocity fractional accumulator
,$05B3,2,,0,,0,Empty,Unused.
SpecialObj_Var3,$05B5,8,,0,,0,Sprites,General purpose variable 3
,$05BD,2,,0,,0,Empty,Unused.
SpecialObj_YLo,$05BF,8,,0,,0,Sprites,Y low coordinate of special object
,$05C7,2,,0,,0,Empty,Unused.
SpecialObj_XLo,$05C9,8,,0,,0,Sprites,X low coordinate of special object
,$05D1,2,,0,,0,Empty,Unused.
SpecialObj_YVel,$05D3,8,,0,,0,Sprites,Y Velocity of special object
,$05DB,2,,0,,0,Empty,Unused.
SpecialObj_XVel,$05DD,8,,0,,0,Sprites,X Velocity of special object
,$05E5,2,,0,,0,Empty,Unused.
BonusText_VH,$05E7,1,,0,,0,Bonus Game,(TOFIX)
BonusText_VL,$05E8,1,,0,,0,Bonus Game,(TOFIX)
,$05E9,4,,0,,0,Empty,Unused.
Misc_Counter,$05ED,1,,0,,0,Counter,Miscellaneous loop counter ?
Level_TimerMSD,$05EE,1,,0,,0,Level,Leftmost / most significant digit on timer
Level_TimerMid,$05EF,1,,0,,0,Level,Middle digit on timer
Level_TimerLSD,$05F0,1,,0,,0,Level,Rightmost / least significant digit on timer
Level_TimerTick,$05F1,1,,0,,0,Counter,Timer decrementing tick
Inventory_Open,$05F2,1,,0,,0,Flag,"Set when inventory panel is open, also used to dictate whether it is ""opening"" (1) or ""closing"" (0)"
Level_TimerEn,$05F3,1,,0,,0,Flag,"Set to disable clock (bit 7 will also disable level animations, e.g. '?s')"
Kill_Tally,$05F4,1,,0,,0,Player,Counter that increases with each successful hit of an object without touching the ground
Objects_KillTally,$05F5,5,,0,,0,Sprites,OBJECT SLOTS 0 - 4 ONLY: Kill_Tally for a kicked shell as it hits other enemies 
PlayerProj_YHi,$05FA,2,,0,,0,Sprites,Player projectile Y Hi
Level_AScrlConfig,$05FC,1,,0,,0,Camera,"$01 = Enables auto scroll coordinate adjustments of any sort
$80 = Disables horizontal auto scroll coordinate adjustment (generally if Horz Auto Scroll is not in use)"
Cine_ToadKing,$05FD,1,,0,,0,Level,"Set to 1, initializes Toad and transformed king; set to 2 while running that cinematic"
AScrlURDiag_WrapState_Copy,$05FE,1,,0,,0,Camera,Copy of AScrlURDiag_WrapState
AScrlURDiag_WrapState,$05FF,1,,0,,0,Camera,"The diagonal auto scroller wraps vertically several times to give the illusion of a long vertical strip.  AScrlURDiag_WrapState is set to 1 and 2 during this process which makes it possible.
Objects that need to offset themselves to cope with this behavior utilize AScrlURDiag_WrapState_Copy to stay in sync. (TOFIX)"
Ending_CmdBuffer,$0600,192,,0,,0,Title Screen/Ending,Buffer used during ending sequence
Level_Tile_Head,$0602,1,,0,,0,Player,Tile at Player's head
Level_Tile_GndL,$0603,1,,0,,0,Player,Tile at Player's feet left
Level_Tile_GndR,$0604,1,,0,,0,Player,Tile at Player's feet right
Level_Tile_InFL,$0605,1,,0,,0,Player,"Tile ""in front"" of Player (""lower"", at feet)"
Level_Tile_InFU,$0606,1,,0,,0,Player,"Tile ""in front"" of Player (""upper"", at face)"
Level_Tile_Whack,$0607,1,,0,,0,Player,Tile last hit by tail attack or shell
Level_Tile_Quad,$0608,4,,0,,0,Player,Quadrant of tile for each of the positions above
Level_Tile_Slope,$060D,4,,0,,0,Player,"Slope of tile for each of the positions above (first byte also used by objects)
0: Slope shape at feet
1: Slope shape at head
2: ""in front"" of Player (""lower"", at feet)
3: ""in front"" of Player (""upper"", at face)"
Scroll_Cols2Upd,$0612,1,,0,,0,Graphics,Number of 8x8 columns to update (typically set to 32 for a full dirty update)
Bonus_CoinsYVel,$0619,6,,0,,0,Bonus Game,UNUSED Bonus game coins Y velocity
Bonus_CoinsY,$061F,6,,0,,0,Bonus Game,UNUSED Bonus game coins Y
Bonus_CoinsXVel,$0625,6,,0,,0,Bonus Game,UNUSED Bonus game coins X velocity
Bonus_CoinsX,$062B,6,,0,,0,Bonus Game,UNUSED Bonus game coins X
Bonus_CoinsYVelFrac,$0631,6,,0,,0,Bonus Game,UNUSED Bonus game coins Y velocity fractional accumulator
Bonus_CoinsXVelFrac,$063D,6,,0,,0,Bonus Game,UNUSED Bonus game coins X velocity fractional accumulator
Object_TileFeet,$064B,1,,0,,0,Sprites,"Object tile detected at ""feet"" of object"
Object_TileWall,$064C,1,,0,,0,Sprites,"Object tile detected in front of object, i.e. a wall"
Object_AttrFeet,$064E,1,,0,,0,Sprites,Object tile quadrant of Object_TileFeet
Object_AttrWall,$064F,1,,0,,0,Sprites,Object tile quadrant of Object_TileWall
Objects_SprHVis,$0651,8,,0,,0,Sprites,Flags; Bits 7-2 set when each 8x16 sprite is horizontally off-screen (left-to-right from MSb)
Objects_SpawnIdx,$0659,8,,0,,0,Sprites,Holds the index into level data that this object was spawned from
Objects_State,$0661,8,,0,,0,Sprites,"0 = Dead/Empty
1 = Init
2 = Normal (typical operation)
3 = Shelled (shelled enemy post-stomp)
4 = Held (held by Player)
5 = Kicked (kicked by Player / spinning shell)
6 = Killed (flipped over and falling off screen)
7 = Squashed (generally Goomba only)
8 = ""Poof"" Death (e.g. Piranha death)"
Objects_Frame,$0669,8,$7E0669,8,,0,Sprites,"""Frame"" of object (see ObjectGroup_PatternSets)"
Level_ObjectID,$0671,8,$7E0671,8,,0,Sprites,All active actor IDs
Objects_FlipBits,$0679,8,$7E0679,8,,0,Sprites,Applied sprite attributes for this object (usually just horizontal/vertical flip)
Objects_SprVVis,$0681,8,$7E0681,8,,0,Sprites,Flags; Bits 3-0 set when each 8x16 sprite is vertically off-screen (top-to-bottom from MSb)
Objects_Var1,$0689,8,$7E0689,8,,0,Sprites,Generic variable 1 for objects
Objects_Var2,$0691,8,$7E0691,8,,0,Sprites,Generic variable 2 for objects
Unused699,$0699,1,,0,,0,Empty,"Absolutely no idea, it is set once in one place and never used again... MAY be lost bonus game related?"
Bonus_DieCnt,$069A,1,,0,,0,Bonus Game,"UNUSED Bonus Game Die counter
While the die is rotating, just used as a counter 0 to 3 to time the rolling animation. After Player would press 'A', this value is immediately set to 0.
In the case of the odd/even game, if the Player ""won"", it is set to 5 or 6."
Score_Earned,$069C,2,,0,,0,Misc.,"(16-bit value) A ""buffer"" of score earned to be added to your total, total score stored in Player_Score"
Score_Temp,$069E,1,,0,,0,Misc.,Temp used when figuring out to display a 3-byte integer worth of score
Player_IsHolding,$06A4,1,,0,,0,Flag,Set when Player is holding something (animation effect only)
Player_ISHolding_OLD,$06A5,1,,0,,0,Player,Holds onto whether Player WAS holding onto something (so we can be sure to clear Player_IsHolding)
Objects_Timer3,$06A6,5,,0,,0,Player,"Used as the ""wake up"" out of shell timer
If timer is less than $60, it decrements normally, otherwise...
If object is in state 2, timer decrements normally
If object is in state 4 (being held), timer only decrements every 4 ticks
In all other states, timer decrements every 2 ticks"
Objects_Timer4,$06AB,5,,0,,0,Sprites,"""Timer"" values; automatically decrements to zero (used in ""shakin' awake"" effect)"
Object_SlopeHeight,$06B3,1,,0,,0,Sprites,Object calculated slope height
Buffer_Occupied,$06B4,2,,0,,0,Flag,Set if respective Object_BufferX/Y buffer is already taken by an object
Player_Microgoomba,$06B6,1,,0,,0,Flag,Microgoomba stuck to Player
Player_UphillSpeedIdx,$06B6,1,,0,,0,Player,Override when Player_UphillFlag is set (shared with Player_Microgoomba)
Objects_InWater,$06B7,5,,0,,0,Sprites,Set when object is in water
SpecialObj_Var1,$06BD,8,,0,,0,Sprites,General purpose variable 1
,$06C5,2,,0,,0,Empty,Unused.
SpecialObj_Data,$06C7,8,,0,,0,Sprites,"Special object ""data"" field, defined by object"
,$06CF,2,,0,,0,Empty,Unused.
SpecialObj_Timer,$06D1,8,,0,,0,Sprites,"""Timer"" values; automatically decrements to zero"
,$06D9,2,,0,,0,Empty,Unused.
CannonFire_Var,$06DB,8,,0,,0,Sprites,(TOFIX)
CannonFire_Timer,$06E3,8,,0,,0,Sprites,"Cannon Fire timer, decrements to zero"
Objects_QSandCtr,$06EB,8,,0,,0,Sprites,"When enemy has fallen into quicksand, increments until $90 which deletes it"
,$06F3,13,,0,,0,Empty,Unused.
TileAddr_Off,$0700,1,,0,,0,Level,"During level loading, specifies an offset into the current Mem_Tile_Addr setting"
LevLoad_Unused1,$0701,1,,0,,0,Empty,Unused. Initialized at level load.
LevLoad_Unused2,$0702,1,,0,,0,Empty,Unused. Initialized at level load.
LevLoad_Unused3,$0703,1,,0,,0,Empty,Unused. Initialized at level load.
LevLoad_Unused4,$0704,1,,0,,0,Empty,Unused. Initialized at level load.
,$0705,1,,0,,0,Empty,Unused.
LL_ShapeDef,$0706,1,,0,,0,Level,"During level loading, defines a shape of something (context-specific)"
Scroll_UpdAttrFlag,$0707,1,,0,,0,Bonus Game,Set when it is time to update attributes
,$0708,2,,0,,0,Empty,Unused.
Level_Tileset,$070A,1,,0,,0,Level,Different tilesets which changes the detection and meaning in levels (TOFIX)
Bonus_UnusedVH,$070B,1,,0,,0,Bonus Game,VRAM High address ?? Seems to only be part of an unused routine
ToadTalk_VH,$070B,1,,0,,0,Level,"Cinematic Toad & King / ""Toad House"" Toad VRAM Address High"
Bonus_UnusedVL,$070C,1,,0,,0,Bonus Game,VRAM Low address ?? Seems to only be part of an unused routine
ToadTalk_VL,$070C,1,,0,,0,Level,"Cinematic Toad & King / ""Toad House"" Toad VRAM Address Low"
BonusText_CPos,$070D,1,,0,,0,Bonus Game,(TOFIX)
ToadTalk_CPos,$070D,1,,0,,0,Level,"Cinematic Toad & King / ""Toad House"" Toad Character Position"
BonusText_CharPause,$070E,1,,0,,0,Counter,Counter that decrements to zero between letters
Bonus_UnusedFlag,$070F,1,,0,,0,Flag,Doesn't do much besides block an unused subroutine
Map_Pan_Count,$0710,1,,0,,0,Counter,"Map is panning, counts to zero (Scroll_LastDir sets which direction we're panning)"
Bonus_Timer,$0711,1,,0,,0,Counter,Decrements to zero
Map_Intro_Tick,$0711,1,,0,,0,Counter,"Counts down to zero while displaying the ""World X"" intro"
CineKing_Timer2,$0711,1,,0,,0,Counter,Timer; decrements to zero
,$0712,1,,0,,0,Empty,Unused.
Map_ReturnStatus,$0713,1,,0,,0,Overworld,"When 0, level panel is cleared; otherwise, Player is considered to have died (decrements life!)"
MaxPower_Tick,$0714,1,,0,,0,Player,"When Player has maximum ""power"" charge, this counts for the flashing [P]"
Player_Score,$0715,3,,0,,0,Misc.,"Treated as 3-byte integer, with least significant zero on display not part of this value"
,$0718,1,,0,,0,Empty,Unused.
PatTable_BankSel,$0719,6,,0,,0,Graphics,Provides an array of 6 pages to set the entire Pattern Table [BG_Full_CHRROM_Switch]
PAGE_C000,$071F,1,,0,,0,Hardware Mirror,Page to set PRG ROM C000 (PRGROM_Change_Both)
PAGE_A000,$0720,1,,0,,0,Hardware Mirror,Page to set PRG ROM A000 (PRGROM_Change_Both)
PAGE_CMD,$0721,1,,0,,0,Hardware Mirror,"When using PRGROM_Change_Both2 or PRGROM_Change_A000, this value stores the MMC3 command"
Map_Prev_XOff,$0722,2,,0,,0,Overworld,(Mario/Luigi) Stores previous scroll X offset on map
Map_Prev_XHi,$0724,2,,0,,0,Overworld,"(Mario/Luigi) Stores previous ""hi byte"" of map X"
Player_Current,$0726,1,,0,,0,Player,"Which Player is currently up (0 = Mario, 1 = Luigi)"
World_Num,$0727,1,,0,,0,Overworld,"Current world index (0-8, where 0 = World 1, 7 = World 8, 8 = World 9 / Warp Zone)"
World_EnterState,$0728,1,,0,,0,Overworld,"State variable during ""world X"" intro entrance, set to 3 when entering a level; overlaps GameOver_State"
GameOver_State,$0728,1,,0,,0,Overworld,"State variable used during ""Gameover!"" sequence only; overlaps World_EnterState"
CineKing_State,$0728,1,,0,,0,Level,State of King-got-his-wand-back sequence
Map_Operation,$0729,1,,0,,0,Overworld,"Current ""operation"" happening on map (See Map_DoOperation in PRG010)"
,$072A,1,,0,,0,Empty,Unused.
Total_Players,$072B,1,,0,,0,Misc.,"Total players (0 = 1P, 1 = 2P)"
Map_Unused72C,$072C,1,,0,,0,Empty,"No apparent use; only assigned to, but never read back"
Bonus_DDDD,$072D,1,,0,,0,Bonus Game,?? Set to '1' if you exit the unused bonus game BONUS_UNUSED_DDDD
Map_HandState,$072E,1,,0,,0,Overworld,Hand trap state (TOFIX)
,$072F,1,,0,,0,Empty,Unused.
Map_WW_Backup_Y,$0730,1,,0,,0,Overworld,Warp Whistle wind backs up the Player's map Y
Map_WW_Backup_XH,$0731,1,,0,,0,Overworld,Warp Whistle wind backs up the Player's map X Hi byte
Map_WW_Backup_X,$0732,1,,0,,0,Overworld,Warp Whistle wind backs up the Player's map X
Map_WW_Backup_UPV2,$0733,1,,0,,0,Overworld,Warp Whistle wind backs up Map_UnusedPlayerVal2
,$0734,2,,0,,0,Empty,Unused.
Player_Lives,$0736,2,,0,,0,Player,(Mario/Luigi) Player's lives
Map_Unused738,$0738,1,,0,,0,Empty,Index used in some dead code in PRG011; sometimes index of unused array Map_Unused7DC6
ClearPattern,$0739,1,,0,,0,Graphics,Set by ClearPattern_ByTileset for use in Clear_Nametable_Short
PalSel_Tile_Colors,$073A,1,,0,,0,Palettes,Stores value to index which tile color set to use when palette loading routine is called
PalSel_Obj_Colors,$073B,1,,0,,0,Palettes,Stores value to index which object color set to use when palette loading routine is called
Player_FallToKing,$073C,2,,0,,0,Player,(Mario/Luigi) Player will fall to king when Level_ExitToMap is nonzero (instead of map)
Map_Player_SkidBack,$073E,2,,0,,0,Overworld,"(Mario/Luigi) Set to '1' if Player died last turn or otherwise ejected (that is, they DID skid from their last turn, not necessarily currently skidding)"
Map_NSpadeMatches,$0740,1,,0,,0,Overworld,Keeps count of N-Spade matches of active session (9 means game is done)
Map_NSpadeInProg,$0741,1,,0,,0,Flag,"If set, there's an N-Spade game ""in progress"" (so if you lose, you pick it up later)"
Map_Airship_Trav,$0742,1,,0,,0,Overworld,"Airship's current travel-table offset (randomly offset by 0-2, spices up life)"
,$0743,2,,0,,0,Empty,Unused.
Map_DoFortressFX,$0745,1,,0,,0,Overworld,"Bust locks, build bridges, whatever after Mini-Fortress is toppled"
World_Map_Power,$0746,2,,0,,0,Overworld,"(Mario/Luigi) MAP Power up # (1 - big, 2 - Fire, 3 - Leaf, 4 - Frog, 5 - Tanooki, 6 - Hammer, 7 - Judgems, 8 - Pwing, 9 - Star)"
,$0748,1,,0,,0,Empty,Unused.
Map_Unused749,$0749,2,,0,,0,Overworld,(Mario/Luigi) ? Another value just set once and never read back!
,$074B,1,,0,,0,Empty,Unused.
Object_VelCarry,$074C,1,,0,,0,Flag,'1' when last Object Velocity fraction accumulation rolled over
Player_XVelFrac,$074D,1,,0,,0,Player,X velocity fractional accumulator
Objects_XVelFrac,$074E,8,,0,,0,Sprites,Other object's X velocity fractional accumulator
,$0756,1,,0,,0,Empty,Unused.
THouse_UnusedFlag,$0757,1,,0,,0,Flag,"Cleared when Toad House gives you an item, but never used otherwise"
,$0758,7,,0,,0,Empty,Unused.
Player_YVelFrac,$075F,1,,0,,0,Player,Y velocity fractional accumulator
Objects_YVelFrac,$0760,8,,0,,0,Sprites,Other object's Y velocity fractional accumulator
Objects_ColorCycle,$0768,8,,0,,0,Sprites,"Cycles colors of object and decrements to zero (e.g. ""Melting"" ice block, starman, etc.)"
Objects_Var6,$0770,5,,0,,0,Sprites,"General purpose variable 6

Special hardcoded behavior for the following objects ONLY:
OBJ_FIRECHOMP, OBJ_CHAINCHOMPFREE, OBJ_BLOOPERCHILDSHOOT, OBJ_BLOOPERWITHKIDS, or OBJ_FIRESNAKE
... as the X/Y buffer slot they occupy (see Object_Delete)"
Objects_TargetingXVal,$0775,5,,0,,0,Sprites,X velocity result of Object_CalcHomingVels for this object OR some other X pixel target
King_Y,$077A,1,,0,,0,Sprites,Y position (NOTE: shared with Objects_TargetingYVal)
Objects_TargetingYVal,$077A,5,,0,,0,Sprites,Y velocity result of Object_CalcHomingVels for this object OR some other Y pixel target
Pipe_TransYDelta,$077F,1,,0,,0,Level,In-level transit pipe Y delta value (WARNING: Shared with Level_ScrollDiffV)
Level_ScrollDiffV,$077F,1,,0,,0,Camera,Difference between desired vertical and the current Vert_Scroll (WARNING: Shared with Pipe_TransYDelta)
Level_ScrollDiffH,$0780,1,,0,,0,Camera,Difference between desired horizontal and the current Horz_Scroll
Random_Pool,$0781,10,,0,,0,Misc.,Data pool for pseudo-random number generator algorithm
Map_PlayerLost2PVs,$078B,1,,0,,0,Battle Mode,"When > 0, (1=Mario, 2=Luigi) doesn't lose a life for ""death"" exiting to map, but does lose their turn"
,$078C,1,,0,,0,Empty,Unused.
Player_RescuePrincess,$078D,1,,0,,0,Level,Player will jump to the princess rescue when Level_ExitToMap is nonzero (instead of map)
,$078E,8,,0,,0,Empty,Unused.
Objects_PlayerHitStat,$0796,8,,0,,0,Player,"Player hit status
Bit 0 - Set if Player's bbox bottom is HIGHER than object's bbox bottom
Bit 1 - Set if Player's bbox left edge is to the LEFT of object's bbox left edge
Bit 4 - Set if Player tail attacked an object"
Scores_Value,$079E,5,,0,,0,Sprites,"score ""value""; '0' none, (10, 20, 40, 80, 100, 200, 400, 800, 1000, 2000, 4000, 8000, 1-up)"
Scores_Counter,$07A3,5,,0,,0,Sprites,"""counter"" until score disappears"
Scores_Y,$07A8,5,,0,,0,Sprites,Score's Y
Scores_X,$07AD,5,,0,,0,Sprites,Score's X
LRBounce_Y,$07B2,1,,0,,0,Sprites,Left/right bouncer as sprite Y ($FF is disabled)
LRBounce_X,$07B3,1,,0,,0,Sprites,Left/right bouncer as sprite X
LRBounce_Vel,$07B4,1,,0,,0,Sprites,Left/right bouncer absolute value of X velocity
Objects_Slope,$07B5,5,,0,,0,Sprites,Absolute slope calc value
,$07BA,1,,0,,0,Empty,Unused.
World3_Bridge,$07BB,1,,0,,0,Flag,"0 - Bridges are down, 1 - Bridges are up"
ArrowPlat_IsActive,$07BC,1,,0,,0,Flag,Set if arrow platform is active
Level_GetWandState,$07BD,1,,0,,0,Level,See Koopaling code in PRG001 (TOFIX)
Video_DoPalUpd,$07BE,1,,0,,0,Palettes,Name consistent with Video_Upd_Table (TOFIX)
Palette_AddrHi,$07BE,1,,0,,0,Palettes,Stores high part of palette address when committing palettes
Palette_AddrLo,$07BF,1,,0,,0,Palettes,Stores low part of palette address when committing palettes
Palette_BufCnt,$07C0,1,,0,,0,Palettes,32 for updating entire palette
Palette_Buffer,$07C1,32,,0,,0,Palettes,"Buffer of palette bytes to commit, used for fade in/out"
Palette_Term,$07E1,1,,0,,0,Palettes,"Set to zero as terminator, per requirement of the Video_Upd_Table format"
BigQBlock_GotIt,$07E2,1,,0,,0,Level,"Big ? Blocks can only be retrieved once; this is a bitfield that marks which ones you've gotten by setting a bit per screen space in the Big ? Block area.
Basically, if you reenter a Big ? Block area after opening it, it won't reappear! See ObjInit_BigQBlock and ObjNorm_BigQBlock for usage...
NOTE: This is cleared completely upon Player death which works since levels are not re-enterable, but still seems a bit extreme..."
,$07E3,13,,0,,0,Empty,Unused.
DMC_Queue,$07F0,1,,0,,0,Audio,Stores value to play on DMC
DMC_Current,$07F1,1,,0,,0,Audio,Currently playing DMC sound
Sound_Sq1_CurFL,$07F2,1,,0,,0,Audio,"Holds current ""low"" frequency of Square Wave 1 (Warning: Must be +4 to Sound_Sq2_CurFL, see PRG031_E808)"
Music_NseStart,$07F3,1,,0,,0,Audio,"Holds the starting offset of the noise track (CHECK: Reuse of $07F3, is this bad??)"
,$07F4,1,,0,,0,Empty,Unused.
Music2_Hold,$07F5,1,,0,,0,Audio,"A very little used feature, Music Set 1 overrides Music Set 2, but after a M1 song finishes, it restarts the M2 song"
Sound_Sq2_CurFL,$07F6,1,,0,,0,Audio,"Holds current ""low"" frequency of Square Wave 1 (Warning: Must be +4 from Sound_Sq1_CurFL, see PRG031_E808)"
Music_Sq2Patch,$07F7,1,,0,,0,Audio,"Current ""instrument patch"" for Square 2 (only upper 4 bits stored, 0ppp 0000)"
Music_Sq1Patch,$07F8,1,,0,,0,Audio,"Current ""instrument patch"" for Square 1 (only upper 4 bits stored, 0ppp 0000)"
,$07F9,1,,0,,0,Empty,Unused.
Sound_Map_L2Hld,$07FA,1,,0,,0,Audio,"Same as Sound_Map_LHold, used for the secondary track (Warning: Will be affected by triangle, see PRG031_E808)"
Sound_Map_Len2,$07FB,1,,0,,0,Audio,"Same as Sound_Map_Len, used for the secondary track"
Sound_Map_LHold,$07FC,1,,0,,0,Audio,"Current length setting, used as delay after each byte of map sound (changed by special bytes in range $80-$FF)"
Sound_Map_Len,$07FD,1,,0,,0,Audio,Countdown tick for current note/rest that map sound effect is on
Sound_Map_Off2,$07FE,1,,0,,0,Audio,"Same as Sound_Map_Off, used for the secondary track"
Sound_Unused7FF,$07FF,1,,0,,0,Empty,"Cleared once, never used otherwise"
Tile_Mem,$6000,6480,,0,,0,Misc.,"Space used to store the 16x16 ""tiles"" that make up the World Map or Level

Vertical level max size is 15 rows * 16 columns * 16 screens = 3840 ($0F00) bytes
Non-vertical level max size is 27 rows * 16 columns * 15 screens = 6480 ($1950) bytes"
Vs_PlayerFrame,$6800,2,,0,,0,Battle Mode,Mario/Luigi Frame
Vs_MemStart,$6800,1,,0,,0,Battle Mode,"Should be at ""top""; this point and 512 bytes forward are cleared at start of 2P Vs"
Vs_PlayerState,$6802,2,,0,,0,Battle Mode,"Mario/Luigi State (0=Init, 1=Normal, 2=Dying, 3=Ladder climbing)"
Vs_ObjectState,$6804,12,,0,,0,Battle Mode,"Objects State (0=Dead/empty, 1=Normal, 2=Flipped over, 3=Dying)"
Vs_PlayerBlkHitCnt,$6811,2,,0,,0,Battle Mode,
Vs_PlayerY,$6813,2,,0,,0,Battle Mode,Mario/Luigi Y
Vs_ObjectsY,$6815,12,,0,,0,Battle Mode,Objects Y
Vs_PlayerBlkHitY,$6822,2,,0,,0,Battle Mode,Mario/Luigi Aligned Y position where block was hit
Vs_PlayerX,$6824,2,,0,,0,Battle Mode,Mario/Luigi X
Vs_ObjectsX,$6826,12,,0,,0,Battle Mode,Objects X
Vs_PlayerBlkHitX,$6833,2,,0,,0,Battle Mode,Mario/Luigi Aligned Y position where block was hit
Vs_PlayerYVel,$6835,2,,0,,0,Battle Mode,Mario/Luigi Y Velocity
Vs_ObjectYVel,$6837,12,,0,,0,Battle Mode,Objects Y Velocity
Vs_PlayerBlkHitYVel,$6844,2,,0,,0,Battle Mode,Mario/Luigi Hit block Y velocity
